lat,lon,SST_avg,SSS_avg
-39.5,80.5,13.6432142857143,34.4932142857143
-39.5,81.5,13.5855,34.4855714285714
-39.5,82.5,13.5376428571429,34.4783571428571
-39.5,83.5,13.4895,34.4712857142857
-39.5,84.5,13.4432142857143,34.465
-39.5,85.5,13.3957142857143,34.4583571428571
-39.5,86.5,13.342,34.4517142857143
-39.5,87.5,13.291,34.4452857142857
-39.5,88.5,13.2429285714286,34.4397857142857
-39.5,89.5,13.1970714285714,34.4355
-39.5,90.5,13.1505714285714,34.4312142857143
-39.5,91.5,13.1038571428571,34.4270714285714
-39.5,92.5,13.0596428571429,34.424
-39.5,93.5,13.0017142857143,34.4202857142857
-39.5,94.5,12.9423571428571,34.4162142857143
-39.5,95.5,12.8816428571429,34.413
-39.5,96.5,12.8224285714286,34.4092142857143
-39.5,97.5,12.768,34.4053571428571
-39.5,98.5,12.7202857142857,34.4017142857143
-39.5,99.5,12.6765,34.3985714285714
-39.5,100.5,12.6377857142857,34.3964285714286
-39.5,101.5,12.6032857142857,34.3955714285714
-39.5,102.5,12.5808571428571,34.3959285714286
-39.5,103.5,12.5739285714286,34.3977857142857
-39.5,104.5,12.5730714285714,34.4011428571429
-39.5,105.5,12.5734285714286,34.4064285714286
-39.5,106.5,12.5822142857143,34.4133571428571
-39.5,107.5,12.6111428571429,34.4223571428571
-39.5,108.5,12.6557857142857,34.4347857142857
-39.5,109.5,12.7125,34.4480714285714
-39.5,110.5,12.7944285714286,34.4631428571429
-39.5,111.5,12.8960714285714,34.4845
-39.5,112.5,12.9996428571429,34.5048571428571
-39.5,113.5,13.1135,34.5196428571429
-39.5,114.5,13.2122857142857,34.5313571428571
-39.5,115.5,13.2748571428571,34.5377857142857
-39.5,116.5,13.2920714285714,34.5378571428571
-39.5,117.5,13.2912142857143,34.5342142857143
-39.5,118.5,13.2784285714286,34.5275
-39.5,119.5,13.2672142857143,34.5192142857143
-39.5,120.5,13.2526428571429,34.5089285714286
-39.5,121.5,13.2369285714286,34.4993571428571
-39.5,122.5,13.2277857142857,34.4917857142857
-39.5,123.5,13.2121428571429,34.4832857142857
-39.5,124.5,13.2060714285714,34.4755714285714
-39.5,125.5,13.2125,34.4717857142857
-39.5,126.5,13.2315,34.4685714285714
-39.5,127.5,13.2584285714286,34.4667857142857
-39.5,128.5,13.305,34.4697857142857
-39.5,129.5,13.3514285714286,34.4743571428571
-39.5,130.5,13.3978571428571,34.4797142857143
-39.5,131.5,13.4389285714286,34.486
-39.5,132.5,13.4831428571429,34.4929285714286
-39.5,133.5,13.55,34.5002142857143
-39.5,134.5,13.6131428571429,34.5066428571429
-39.5,135.5,13.6774285714286,34.5131428571429
-39.5,136.5,13.739,34.5193571428572
-39.5,137.5,13.8153571428571,34.5245714285714
-39.5,153.5,15.2207857142857,34.6733571428571
-39.5,154.5,15.0551428571429,34.6440714285714
-39.5,155.5,14.8831428571429,34.6093571428571
-39.5,156.5,14.7775,34.5817142857143
-39.5,157.5,14.7465,34.567
-39.5,158.5,14.7160714285714,34.5382857142857
-39.5,159.5,14.6563571428571,34.5017857142857
-39.5,160.5,14.5964285714286,34.4752857142857
-39.5,161.5,14.5509285714286,34.4412142857143
-39.5,162.5,14.536,34.3975714285714
-39.5,163.5,14.5277857142857,34.3606428571429
-39.5,164.5,14.5297142857143,34.3293571428571
-39.5,165.5,14.5453571428571,34.2902857142857
-39.5,166.5,14.5718571428571,34.2598571428571
-39.5,167.5,14.6371428571429,34.2448571428571
-39.5,168.5,14.7642857142857,34.2305714285714
-39.5,169.5,14.8821428571429,34.2058571428571
-39.5,181.5,16.9362142857143,34.9627857142857
-39.5,182.5,16.8153571428571,34.9582142857143
-39.5,183.5,16.6536428571429,34.9461428571429
-39.5,184.5,16.5004285714286,34.9304285714286
-39.5,185.5,16.3635,34.9105714285714
-39.5,186.5,16.2346428571429,34.8893571428571
-39.5,187.5,16.0983571428571,34.869
-39.5,188.5,15.9909285714286,34.8476428571429
-39.5,189.5,15.8942142857143,34.8233571428571
-39.5,190.5,15.8014285714286,34.8014285714286
-39.5,191.5,15.7115714285714,34.7835
-39.5,192.5,15.6401428571429,34.7652857142857
-39.5,193.5,15.5822857142857,34.7484285714286
-39.5,194.5,15.5310714285714,34.7347857142857
-39.5,195.5,15.4767857142857,34.7202142857143
-39.5,196.5,15.4215,34.705
-39.5,197.5,15.3617142857143,34.6909285714286
-39.5,198.5,15.3015,34.6769285714286
-39.5,199.5,15.2442857142857,34.6613571428571
-39.5,200.5,15.1915714285714,34.6454285714286
-39.5,201.5,15.1357857142857,34.6309285714286
-39.5,202.5,15.0886428571429,34.6159285714286
-39.5,203.5,15.0445,34.6007142857143
-39.5,204.5,15.0042142857143,34.588
-39.5,205.5,14.9617142857143,34.5751428571429
-39.5,206.5,14.9204285714286,34.5616428571429
-39.5,207.5,14.8807857142857,34.5501428571429
-39.5,208.5,14.8473571428571,34.5400714285714
-39.5,209.5,14.8132142857143,34.5273571428571
-39.5,210.5,14.7795,34.5150714285714
-39.5,211.5,14.7452142857143,34.5052142857143
-39.5,212.5,14.7141428571429,34.4945714285714
-39.5,213.5,14.6823571428571,34.4833571428571
-39.5,214.5,14.6531428571429,34.4732142857143
-39.5,215.5,14.6195714285714,34.4632857142857
-39.5,216.5,14.5835,34.4522142857143
-39.5,217.5,14.5539285714286,34.4418571428571
-39.5,218.5,14.5290714285714,34.4319285714286
-39.5,219.5,14.503,34.4207142857143
-39.5,220.5,14.4765,34.4089285714286
-39.5,221.5,14.4470714285714,34.3981428571429
-39.5,222.5,14.4220714285714,34.3874285714286
-39.5,223.5,14.3975,34.3757142857143
-39.5,224.5,14.3764285714286,34.3649285714286
-39.5,225.5,14.3518571428571,34.3543571428571
-39.5,226.5,14.3235714285714,34.3418571428571
-39.5,227.5,14.2977142857143,34.3299285714286
-39.5,228.5,14.2816428571429,34.3195714285714
-39.5,229.5,14.2685,34.308
-39.5,230.5,14.2531428571429,34.2953571428571
-39.5,231.5,14.2322857142857,34.2833571428571
-39.5,232.5,14.2122142857143,34.2718571428571
-39.5,233.5,14.1935714285714,34.2595714285714
-39.5,234.5,14.1769285714286,34.2475714285714
-39.5,235.5,14.1530714285714,34.2359285714286
-39.5,236.5,14.1212142857143,34.2227142857143
-39.5,237.5,14.0938571428571,34.2105714285714
-39.5,238.5,14.0760714285714,34.2
-39.5,239.5,14.0658571428571,34.1885
-39.5,240.5,14.0514285714286,34.1757142857143
-39.5,241.5,14.0374285714286,34.1642142857143
-39.5,242.5,14.0260714285714,34.1533571428571
-39.5,243.5,14.0164285714286,34.1414285714286
-39.5,244.5,14.007,34.1293571428571
-39.5,245.5,13.9932857142857,34.1182142857143
-39.5,246.5,13.9740714285714,34.1067857142857
-39.5,247.5,13.9635,34.0956428571429
-39.5,248.5,13.9547857142857,34.0867142857143
-39.5,249.5,13.9452857142857,34.0772857142857
-39.5,250.5,13.9282857142857,34.0686428571429
-39.5,251.5,13.9098571428571,34.0616428571429
-39.5,252.5,13.8896428571429,34.0538571428571
-39.5,253.5,13.8683571428571,34.0445
-39.5,254.5,13.8503571428571,34.0352142857143
-39.5,255.5,13.8329285714286,34.0264285714286
-39.5,256.5,13.8102857142857,34.0181428571429
-39.5,257.5,13.7923571428571,34.0103571428572
-39.5,258.5,13.7792142857143,34.0032857142857
-39.5,259.5,13.7697857142857,33.9954285714286
-39.5,260.5,13.7550714285714,33.9882857142857
-39.5,261.5,13.7368571428571,33.9827857142857
-39.5,262.5,13.7187857142857,33.9763571428571
-39.5,263.5,13.7008571428571,33.9696428571429
-39.5,264.5,13.6820714285714,33.9639285714286
-39.5,265.5,13.6580714285714,33.9573571428571
-39.5,266.5,13.6295,33.9515
-39.5,267.5,13.6037142857143,33.9471428571429
-39.5,268.5,13.5781428571429,33.9437142857143
-39.5,269.5,13.5552857142857,33.9402857142857
-38.5,80.5,14.2769285714286,34.5639285714286
-38.5,81.5,14.2245,34.5552857142857
-38.5,82.5,14.1796428571429,34.5470714285714
-38.5,83.5,14.1266428571429,34.5388571428571
-38.5,84.5,14.0710714285714,34.5307857142857
-38.5,85.5,14.0180714285714,34.5223571428572
-38.5,86.5,13.9655,34.5143571428571
-38.5,87.5,13.9098571428571,34.5065714285714
-38.5,88.5,13.8552142857143,34.4996428571429
-38.5,89.5,13.7975,34.4932857142857
-38.5,90.5,13.7396428571429,34.4868571428571
-38.5,91.5,13.6834285714286,34.4802142857143
-38.5,92.5,13.6267857142857,34.475
-38.5,93.5,13.5527857142857,34.4695
-38.5,94.5,13.4739285714286,34.4635
-38.5,95.5,13.4041428571429,34.4592142857143
-38.5,96.5,13.3485,34.4556428571429
-38.5,97.5,13.3001428571429,34.4525
-38.5,98.5,13.2605,34.4507142857143
-38.5,99.5,13.2205714285714,34.4502142857143
-38.5,100.5,13.19,34.4516428571429
